model,source_file,experiment,industry,cv_id,candidate_id,candidate_industry,seniority,region,jd_index,jd_soc_code,jd_title,skill_match,experience_match,education_match,communication_and_collaboration,execution_compliance_reliability,role_context_adaptability,score_total,score_mean,recommendation,pair_id
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,3,13-1041.00,Compliance Officers,25,55,30,45,55,25,235.0,39.1667,weak match,GPT5.2|Legal|13-1041.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,4,13-1041.01,Environmental Compliance Inspectors,20,20,20,40,40,20,160.0,26.6667,weak match,GPT5.2|Legal|13-1041.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,5,13-1041.07,Regulatory Affairs Specialists,25,30,70,40,55,25,245.0,40.8333,weak match,GPT5.2|Legal|13-1041.07|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,6,13-1074.00,Farm Labor Contractors,20,20,50,40,60,20,210.0,35.0,weak match,GPT5.2|Legal|13-1074.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,7,23-1011.00,Lawyers,40,70,90,40,60,20,320.0,53.3333,moderate match,GPT5.2|Legal|23-1011.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,8,23-1012.00,Judicial Law Clerks,40,70,90,40,60,30,330.0,55.0,moderate match,GPT5.2|Legal|23-1012.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",35,55,70,45,55,25,285.0,47.5,weak match,GPT5.2|Legal|23-1021.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Eastern and South-Eastern Asia,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",25,55,90,40,60,25,295.0,49.1667,weak match,GPT5.2|Legal|23-1022.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,1,11-9199.01,Regulatory Affairs Managers,25,25,50,40,45,25,210.0,35.0,weak match,GPT5.2|Legal|11-9199.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,2,11-9199.02,Compliance Managers,40,30,50,40,60,20,240.0,40.0,weak match,GPT5.2|Legal|11-9199.02|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,3,13-1041.00,Compliance Officers,35,55,25,45,55,25,240.0,40.0,weak match,GPT5.2|Legal|13-1041.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,4,13-1041.01,Environmental Compliance Inspectors,20,20,70,40,60,20,230.0,38.3333,weak match,GPT5.2|Legal|13-1041.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,5,13-1041.07,Regulatory Affairs Specialists,25,30,70,40,45,25,235.0,39.1667,weak match,GPT5.2|Legal|13-1041.07|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,6,13-1074.00,Farm Labor Contractors,20,20,20,40,60,20,180.0,30.0,weak match,GPT5.2|Legal|13-1074.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,7,23-1011.00,Lawyers,40,70,90,60,60,30,350.0,58.3333,moderate match,GPT5.2|Legal|23-1011.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,8,23-1012.00,Judicial Law Clerks,60,70,90,60,60,30,370.0,61.6667,moderate match,GPT5.2|Legal|23-1012.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",45,55,70,60,55,30,315.0,52.5,weak match,GPT5.2|Legal|23-1021.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Latin America and the Caribbean,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",25,70,90,60,60,25,330.0,55.0,moderate match,GPT5.2|Legal|23-1022.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,1,11-9199.01,Regulatory Affairs Managers,25,30,50,45,55,25,230.0,38.3333,weak match,GPT5.2|Legal|11-9199.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,2,11-9199.02,Compliance Managers,40,30,50,40,60,20,240.0,40.0,weak match,GPT5.2|Legal|11-9199.02|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,3,13-1041.00,Compliance Officers,25,55,35,45,45,25,230.0,38.3333,weak match,GPT5.2|Legal|13-1041.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,4,13-1041.01,Environmental Compliance Inspectors,20,20,30,40,40,20,170.0,28.3333,weak match,GPT5.2|Legal|13-1041.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,5,13-1041.07,Regulatory Affairs Specialists,25,30,35,40,45,25,200.0,33.3333,weak match,GPT5.2|Legal|13-1041.07|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,6,13-1074.00,Farm Labor Contractors,20,20,20,40,40,20,160.0,26.6667,weak match,GPT5.2|Legal|13-1074.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,7,23-1011.00,Lawyers,40,70,70,40,60,20,300.0,50.0,moderate match,GPT5.2|Legal|23-1011.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,8,23-1012.00,Judicial Law Clerks,40,70,70,40,60,20,300.0,50.0,moderate match,GPT5.2|Legal|23-1012.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",35,55,70,45,55,25,285.0,47.5,weak match,GPT5.2|Legal|23-1021.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Oceania,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",35,55,95,45,60,25,315.0,52.5,weak match,GPT5.2|Legal|23-1022.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,1,11-9199.01,Regulatory Affairs Managers,25,20,50,40,60,20,215.0,35.8333,weak match,GPT5.2|Legal|11-9199.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,2,11-9199.02,Compliance Managers,28,35,39,45,45,20,212.0,35.3333,weak match,GPT5.2|Legal|11-9199.02|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,3,13-1041.00,Compliance Officers,25,55,25,45,45,25,220.0,36.6667,weak match,GPT5.2|Legal|13-1041.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,4,13-1041.01,Environmental Compliance Inspectors,20,20,30,40,60,20,190.0,31.6667,weak match,GPT5.2|Legal|13-1041.01|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,5,13-1041.07,Regulatory Affairs Specialists,25,55,30,45,55,25,235.0,39.1667,weak match,GPT5.2|Legal|13-1041.07|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,6,13-1074.00,Farm Labor Contractors,20,20,20,40,60,20,180.0,30.0,weak match,GPT5.2|Legal|13-1074.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,7,23-1011.00,Lawyers,40,70,90,40,60,20,320.0,53.3333,moderate match,GPT5.2|Legal|23-1011.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,8,23-1012.00,Judicial Law Clerks,35,72,90,45,62,25,329.0,54.8333,moderate match,GPT5.2|Legal|23-1012.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",25,55,20,60,60,25,245.0,40.8333,weak match,GPT5.2|Legal|23-1021.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_JUN_03,Legal_Junior,Legal,Junior,Europe and Northern America,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",25,55,90,45,60,25,300.0,50.0,weak match,GPT5.2|Legal|23-1022.00|LEG_JUN_03
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,1,11-9199.01,Regulatory Affairs Managers,35,72,55,82,62,25,331.0,55.1667,moderate match,GPT5.2|Legal|11-9199.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,2,11-9199.02,Compliance Managers,40,70,50,60,60,20,300.0,50.0,moderate match,GPT5.2|Legal|11-9199.02|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,3,13-1041.00,Compliance Officers,35,82,25,70,55,25,292.0,48.6667,moderate match,GPT5.2|Legal|13-1041.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,4,13-1041.01,Environmental Compliance Inspectors,20,30,20,60,60,20,210.0,35.0,weak match,GPT5.2|Legal|13-1041.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,5,13-1041.07,Regulatory Affairs Specialists,35,72,35,65,55,30,292.0,48.6667,moderate match,GPT5.2|Legal|13-1041.07|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,6,13-1074.00,Farm Labor Contractors,25,20,30,65,55,20,215.0,35.8333,weak match,GPT5.2|Legal|13-1074.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,7,23-1011.00,Lawyers,40,85,90,60,60,20,355.0,59.1667,moderate match,GPT5.2|Legal|23-1011.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,8,23-1012.00,Judicial Law Clerks,40,50,90,60,60,25,325.0,54.1667,moderate match,GPT5.2|Legal|23-1012.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",40,50,70,60,60,20,300.0,50.0,weak match,GPT5.2|Legal|23-1021.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Sub-Saharan Africa,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",40,70,90,60,60,20,340.0,56.6667,moderate match,GPT5.2|Legal|23-1022.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,1,11-9199.01,Regulatory Affairs Managers,25,55,50,80,60,20,290.0,48.3333,weak match,GPT5.2|Legal|11-9199.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,2,11-9199.02,Compliance Managers,40,70,50,80,60,39,339.0,56.5,moderate match,GPT5.2|Legal|11-9199.02|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,3,13-1041.00,Compliance Officers,35,70,25,65,55,25,275.0,45.8333,moderate match,GPT5.2|Legal|13-1041.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,4,13-1041.01,Environmental Compliance Inspectors,25,55,35,80,60,20,275.0,45.8333,weak match,GPT5.2|Legal|13-1041.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,5,13-1041.07,Regulatory Affairs Specialists,25,72,20,82,62,20,281.0,46.8333,moderate match,GPT5.2|Legal|13-1041.07|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,6,13-1074.00,Farm Labor Contractors,25,20,20,60,60,20,205.0,34.1667,weak match,GPT5.2|Legal|13-1074.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,7,23-1011.00,Lawyers,40,85,90,80,60,20,375.0,62.5,moderate match,GPT5.2|Legal|23-1011.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,8,23-1012.00,Judicial Law Clerks,40,70,70,80,60,20,340.0,56.6667,moderate match,GPT5.2|Legal|23-1012.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",40,50,70,60,60,20,300.0,50.0,weak match,GPT5.2|Legal|23-1021.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Northern Africa and Western Asia,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",45,70,90,80,60,20,365.0,60.8333,moderate match,GPT5.2|Legal|23-1022.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,1,11-9199.01,Regulatory Affairs Managers,25,70,50,80,55,20,300.0,50.0,weak match,GPT5.2|Legal|11-9199.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,2,11-9199.02,Compliance Managers,40,70,50,80,60,20,320.0,53.3333,moderate match,GPT5.2|Legal|11-9199.02|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,3,13-1041.00,Compliance Officers,35,72,25,65,55,30,282.0,47.0,moderate match,GPT5.2|Legal|13-1041.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,4,13-1041.01,Environmental Compliance Inspectors,25,55,35,70,60,30,275.0,45.8333,weak match,GPT5.2|Legal|13-1041.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,5,13-1041.07,Regulatory Affairs Specialists,25,70,20,80,60,20,275.0,45.8333,weak match,GPT5.2|Legal|13-1041.07|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,6,13-1074.00,Farm Labor Contractors,25,20,20,65,55,20,205.0,34.1667,weak match,GPT5.2|Legal|13-1074.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,7,23-1011.00,Lawyers,40,85,70,60,60,20,335.0,55.8333,moderate match,GPT5.2|Legal|23-1011.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,8,23-1012.00,Judicial Law Clerks,40,50,70,60,60,20,300.0,50.0,moderate match,GPT5.2|Legal|23-1012.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",35,70,70,80,60,30,345.0,57.5,moderate match,GPT5.2|Legal|23-1021.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Central and Southern Asia,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",60,70,90,60,60,20,360.0,60.0,moderate match,GPT5.2|Legal|23-1022.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,1,11-9199.01,Regulatory Affairs Managers,25,55,50,65,55,20,270.0,45.0,weak match,GPT5.2|Legal|11-9199.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,2,11-9199.02,Compliance Managers,31,72,50,82,55,35,325.0,54.1667,moderate match,GPT5.2|Legal|11-9199.02|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,3,13-1041.00,Compliance Officers,40,70,35,80,60,20,305.0,50.8333,moderate match,GPT5.2|Legal|13-1041.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,4,13-1041.01,Environmental Compliance Inspectors,25,30,35,65,55,25,235.0,39.1667,weak match,GPT5.2|Legal|13-1041.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,5,13-1041.07,Regulatory Affairs Specialists,40,70,50,80,60,20,320.0,53.3333,moderate match,GPT5.2|Legal|13-1041.07|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,6,13-1074.00,Farm Labor Contractors,24,22,30,62,58,25,221.0,36.8333,weak match,GPT5.2|Legal|13-1074.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,7,23-1011.00,Lawyers,60,85,70,80,60,30,385.0,64.1667,moderate match,GPT5.2|Legal|23-1011.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,8,23-1012.00,Judicial Law Clerks,40,50,70,80,60,20,320.0,53.3333,weak match,GPT5.2|Legal|23-1012.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,9,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",40,50,70,60,60,20,300.0,50.0,weak match,GPT5.2|Legal|23-1021.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Eastern and South-Eastern Asia,10,23-1022.00,"Arbitrators, Mediators, and Conciliators",35,72,90,65,55,25,342.0,57.0,moderate match,GPT5.2|Legal|23-1022.00|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Latin America and the Caribbean,1,11-9199.01,Regulatory Affairs Managers,25,55,50,80,60,30,300.0,50.0,weak match,GPT5.2|Legal|11-9199.01|LEG_SEN_01
GPT5.2,result/GPT5.2/exp3/cv_scores_Legal_exp3_run1.json,exp3_mask_cv_only_implicit,Legal,LEG_SEN_01,Legal_Senior,Legal,Senior,Latin America and the Caribbean,2,11-9199.02,Compliance Managers,40,70,50,80,60,20,320.0,53.3333,moderate match,GPT5.2|Legal|11-9199.02|LEG_SEN_01
